"","Uniprot_accession","Uniprot_name","description","OrganismName","OrganismIdentifier","GeneName","ProteinExistence","SequenceVersion"
"10806","Q6RHW0","K1C9_MOUSE","Keratin, type I cytoskeletal 9","Mus musculus","10090","Krt9","1","3"
"10807","Q6S5I3","S115A_MOUSE","Protein S100-A15A","Mus musculus","10090","S100a15a","3","1"
"10808","Q6TAC4","V2R26_MOUSE","Vomeronasal type-2 receptor 26","Mus musculus","10090","Vmn2r26","2","2"
"10809","Q6TCG8","PAQR3_MOUSE","Progestin and adipoQ receptor family member 3","Mus musculus","10090","Paqr3","2","1"
"10810","Q6TDP3","KLH17_MOUSE","Kelch-like protein 17","Mus musculus","10090","Klhl17","1","1"
"10811","Q6VYH9","HSH2D_MOUSE","Hematopoietic SH2 domain-containing protein","Mus musculus","10090","Hsh2d","2","1"
"10812","Q6W3F0","P4HA3_MOUSE","Prolyl 4-hydroxylase subunit alpha-3","Mus musculus","10090","P4ha3","2","1"
"10813","Q6W5C0","CXCL3_MOUSE","C-X-C motif chemokine 3","Mus musculus","10090","Cxcl3","2","1"
"10814","Q6WVG3","KCD12_MOUSE","BTB/POZ domain-containing protein KCTD12","Mus musculus","10090","Kctd12","1","1"
"10815","Q6X632","GPR75_MOUSE","Probable G-protein coupled receptor 75","Mus musculus","10090","Gpr75","1","1"
"10816","Q6X7S9","EID2_MOUSE","EP300-interacting inhibitor of differentiation 2","Mus musculus","10090","Eid2","1","1"
"10817","Q6XJV6","MO2R2_MOUSE","Cell surface glycoprotein CD200 receptor 2","Mus musculus","10090","Cd200r1l","2","1"
"10818","Q6XQH0","G3ST2_MOUSE","Galactose-3-O-sulfotransferase 2","Mus musculus","10090","Gal3st2","2","1"
"10819","Q6YND2","ZN653_MOUSE","Zinc finger protein 653","Mus musculus","10090","Znf653","2","2"
"10820","Q6ZPK7","LST2_MOUSE","Lateral signaling target protein 2 homolog","Mus musculus","10090","Zfyve28","1","2"
"10821","Q6ZPL9","DDX55_MOUSE","ATP-dependent RNA helicase DDX55","Mus musculus","10090","Ddx55","1","2"
"10822","Q6ZPU9","KBP_MOUSE","KIF-binding protein","Mus musculus","10090","Kifbp","1","2"
"10823","Q6ZQ06","CE162_MOUSE","Centrosomal protein of 162 kDa","Mus musculus","10090","Cep162","1","2"
"10824","Q6ZQ12","NINL_MOUSE","Ninein-like protein","Mus musculus","10090","Ninl","1","3"
"10825","Q6ZQ38","CAND1_MOUSE","Cullin-associated NEDD8-dissociated protein 1","Mus musculus","10090","Cand1","1","2"
"10826","Q6ZQ73","CAND2_MOUSE","Cullin-associated NEDD8-dissociated protein 2","Mus musculus","10090","Cand2","1","2"
"10827","Q6ZQA0","NBEL2_MOUSE","Neurobeachin-like protein 2","Mus musculus","10090","Nbeal2","1","2"
"10828","Q6ZQI3","MLEC_MOUSE","Malectin","Mus musculus","10090","Mlec","1","2"
"10829","Q6ZWN5","RS9_MOUSE","40S ribosomal protein S9","Mus musculus","10090","Rps9","1","3"
"10830","Q6ZWS4","CNIH3_MOUSE","Protein cornichon homolog 3","Mus musculus","10090","Cnih3","1","1"
"10831","Q6ZWV7","RL35_MOUSE","60S ribosomal protein L35","Mus musculus","10090","Rpl35","1","1"
"10832","Q6ZWZ2","UB2R2_MOUSE","Ubiquitin-conjugating enzyme E2 R2","Mus musculus","10090","Ube2r2","1","1"
"10833","Q70E20","SNED1_MOUSE","Sushi, nidogen and EGF-like domain-containing protein 1","Mus musculus","10090","Sned1","2","2"
"10834","Q711T7","NADE_MOUSE","Glutamine-dependent NAD(+) synthetase","Mus musculus","10090","Nadsyn1","1","1"
"10835","Q71FD7","FBLI1_MOUSE","Filamin-binding LIM protein 1","Mus musculus","10090","Fblim1","1","2"
"10836","Q71LX4","TLN2_MOUSE","Talin-2","Mus musculus","10090","Tln2","1","3"
"10837","Q75N62","GIMA8_MOUSE","GTPase IMAP family member 8","Mus musculus","10090","Gimap8","1","1"
"10838","Q766D5","B4GN4_MOUSE","N-acetyl-beta-glucosaminyl-glycoprotein 4-beta-N-acetylgalactosaminyltransferase 1","Mus musculus","10090","B4galnt4","2","1"
"10839","Q76EC5","CHST9_MOUSE","Carbohydrate sulfotransferase 9","Mus musculus","10090","Chst9","2","1"
"10840","Q76HL1","PRS43_MOUSE","Putative inactive serine protease 43","Mus musculus","10090","Prss43","1","1"
"10841","Q76LS9","MINY1_MOUSE","Ubiquitin carboxyl-terminal hydrolase MINDY-1","Mus musculus","10090","Mindy1","1","1"
"10842","Q76N33","STALP_MOUSE","AMSH-like protease","Mus musculus","10090","Stambpl1","1","1"
"10843","Q78HU3","MB12A_MOUSE","Multivesicular body subunit 12A","Mus musculus","10090","Mvb12a","1","1"
"10844","Q78IS1","TMED3_MOUSE","Transmembrane emp24 domain-containing protein 3","Mus musculus","10090","Tmed3","1","1"
"10845","Q78KK3","S22AI_MOUSE","Solute carrier family 22 member 18","Mus musculus","10090","Slc22a18","1","2"
"10846","Q78WZ7","RPA43_MOUSE","DNA-directed RNA polymerase I subunit RPA43","Mus musculus","10090","Polr1f","1","1"
"10847","Q78XR0","TPC6A_MOUSE","Trafficking protein particle complex subunit 6A","Mus musculus","10090","Trappc6a","1","1"
"10848","Q78ZA7","NP1L4_MOUSE","Nucleosome assembly protein 1-like 4","Mus musculus","10090","Nap1l4","1","1"
"10849","Q793I8","TIFA_MOUSE","TRAF-interacting protein with FHA domain-containing protein A","Mus musculus","10090","Tifa","1","1"
"10850","Q7M757","BRC3L_MOUSE","Lys-63-specific deubiquitinase BRCC36-like","Mus musculus","10090","C6.1al","2","1"
"10851","Q7M758","NALDL_MOUSE","Aminopeptidase NAALADL1","Mus musculus","10090","Naaladl1","2","1"
"10852","Q7TMC8","FCSK_MOUSE","L-fucose kinase","Mus musculus","10090","Fcsk","1","1"
"10853","Q7TMJ8","P3IP1_MOUSE","Phosphoinositide-3-kinase-interacting protein 1","Mus musculus","10090","Pik3ip1","2","1"
"10854","Q7TMW6","CIAO3_MOUSE","Cytosolic iron-sulfur assembly component 3","Mus musculus","10090","Ciao3","1","2"
"10855","Q7TMY7","IPO8_MOUSE","Importin-8","Mus musculus","10090","Ipo8","1","3"
"10856","Q7TN02","MED26_MOUSE","Mediator of RNA polymerase II transcription subunit 26","Mus musculus","10090","Med26","1","1"
"10857","Q7TN05","AP1S3_MOUSE","AP-1 complex subunit sigma-3","Mus musculus","10090","Ap1s3","1","1"
"10858","Q7TN29","SMAP2_MOUSE","Stromal membrane-associated protein 2","Mus musculus","10090","Smap2","1","1"
"10859","Q7TN31","AGGF1_MOUSE","Angiogenic factor with G patch and FHA domains 1","Mus musculus","10090","Aggf1","2","1"
"10860","Q7TN33","CELF6_MOUSE","CUGBP Elav-like family member 6","Mus musculus","10090","Celf6","2","1"
"10861","Q7TN58","TMC8_MOUSE","Transmembrane channel-like protein 8","Mus musculus","10090","Tmc8","1","2"
"10862","Q7TN60","TMC6_MOUSE","Transmembrane channel-like protein 6","Mus musculus","10090","Tmc6","1","2"
"10863","Q7TN73","CASD1_MOUSE","N-acetylneuraminate 9-O-acetyltransferase","Mus musculus","10090","Casd1","2","1"
"10864","Q7TNF0","DOC2A_MOUSE","Double C2-like domain-containing protein alpha","Mus musculus","10090","Doc2a","2","1"
"10865","Q7TNF8","RIMB1_MOUSE","Peripheral-type benzodiazepine receptor-associated protein 1","Mus musculus","10090","Tspoap1","2","2"
"10866","Q7TNG5","EMAL2_MOUSE","Echinoderm microtubule-associated protein-like 2","Mus musculus","10090","Eml2","1","1"
"10867","Q7TNG8","LDHD_MOUSE","Probable D-lactate dehydrogenase, mitochondrial","Mus musculus","10090","Ldhd","1","1"
"10868","Q7TNP2","2AAB_MOUSE","Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform","Mus musculus","10090","Ppp2r1b","1","2"
"10869","Q7TNT2","FACR2_MOUSE","Fatty acyl-CoA reductase 2","Mus musculus","10090","Far2","1","1"
"10870","Q7TPD0","INT3_MOUSE","Integrator complex subunit 3","Mus musculus","10090","Ints3","1","2"
"10871","Q7TPG7","TAFA2_MOUSE","Chemokine-like protein TAFA-2","Mus musculus","10090","Tafa2","1","1"
"10872","Q7TPG8","TAFA1_MOUSE","Chemokine-like protein TAFA-1","Mus musculus","10090","Tafa1","1","1"
"10873","Q7TPM6","FSD1_MOUSE","Fibronectin type III and SPRY domain-containing protein 1","Mus musculus","10090","Fsd1","1","1"
"10874","Q7TPV2","DZIP3_MOUSE","E3 ubiquitin-protein ligase DZIP3","Mus musculus","10090","Dzip3","1","2"
"10875","Q7TPW1","NEXN_MOUSE","Nexilin","Mus musculus","10090","Nexn","1","3"
"10876","Q7TQ07","DPOLN_MOUSE","DNA polymerase nu","Mus musculus","10090","Poln","2","2"
"10877","Q7TQ48","SRCA_MOUSE","Sarcalumenin","Mus musculus","10090","Srl","1","2"
"10878","Q7TQ62","PODN_MOUSE","Podocan","Mus musculus","10090","Podn","2","1"
"10879","Q7TQA4","TR140_MOUSE","Taste receptor type 2 member 140","Mus musculus","10090","Tas2r140","2","1"
"10880","Q7TQG0","ZBTB5_MOUSE","Zinc finger and BTB domain-containing protein 5","Mus musculus","10090","Zbtb5","2","1"
"10881","Q7TQH0","ATX2L_MOUSE","Ataxin-2-like protein","Mus musculus","10090","Atxn2l","1","1"
"10882","Q7TQP3","GP119_MOUSE","Glucose-dependent insulinotropic receptor","Mus musculus","10090","Gpr119","1","1"
"10883","Q7TS68","NSUN6_MOUSE","tRNA (cytosine(72)-C(5))-methyltransferase NSUN6","Mus musculus","10090","Nsun6","2","2"
"10884","Q7TS72","IP3KC_MOUSE","Inositol-trisphosphate 3-kinase C","Mus musculus","10090","Itpkc","1","1"
"10885","Q7TS74","CKP2L_MOUSE","Cytoskeleton-associated protein 2-like","Mus musculus","10090","Ckap2l","1","1"
"10886","Q7TSC3","NEK5_MOUSE","Serine/threonine-protein kinase Nek5","Mus musculus","10090","Nek5","2","1"
"10887","Q7TSH6","SCAF4_MOUSE","SR-related and CTD-associated factor 4","Mus musculus","10090","Scaf4","1","1"
"10888","Q7TSL0","IFNK_MOUSE","Interferon kappa","Mus musculus","10090","Ifnk","2","1"
"10889","Q7TST0","BTNL1_MOUSE","Butyrophilin-like protein 1","Mus musculus","10090","Btnl1","2","3"
"10890","Q7TT28","REXO1_MOUSE","RNA exonuclease 1 homolog","Mus musculus","10090","Rexo1","1","1"
"10891","Q7TT36","AGRA3_MOUSE","Adhesion G protein-coupled receptor A3","Mus musculus","10090","Adgra3","2","3"
"10892","Q7TT41","MOXD2_MOUSE","DBH-like monooxygenase protein 2","Mus musculus","10090","Moxd2","2","1"
"10893","Q80SS6","GPBAR_MOUSE","G-protein coupled bile acid receptor 1","Mus musculus","10090","Gpbar1","2","1"
"10894","Q80SU4","IFNAD_MOUSE","Interferon alpha-13","Mus musculus","10090","Ifna13","2","1"
"10895","Q80SY3","VA0D2_MOUSE","V-type proton ATPase subunit d 2","Mus musculus","10090","Atp6v0d2","2","2"
"10896","Q80SY6","ADAL_MOUSE","Adenosine deaminase-like protein","Mus musculus","10090","Adal","2","1"
"10897","Q80SZ7","GBG5_MOUSE","Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-5","Mus musculus","10090","Gng5","1","2"
"10898","Q80T03","MUC6_MOUSE","Mucin-6","Mus musculus","10090","Muc6","2","1"
"10899","Q80T23","SYTL5_MOUSE","Synaptotagmin-like protein 5","Mus musculus","10090","Sytl5","1","1"
"10900","Q80T32","AGRD1_MOUSE","Adhesion G-protein coupled receptor D1","Mus musculus","10090","Adgrd1","2","2"
"10901","Q80T69","RSBN1_MOUSE","Lysine-specific demethylase 9","Mus musculus","10090","Rsbn1","1","3"
"10902","Q80T91","MEG11_MOUSE","Multiple epidermal growth factor-like domains protein 11","Mus musculus","10090","Megf11","1","3"
"10903","Q80TA1","EPT1_MOUSE","Ethanolaminephosphotransferase 1","Mus musculus","10090","Selenoi","2","3"
"10904","Q80TA9","EPG5_MOUSE","Ectopic P granules protein 5 homolog","Mus musculus","10090","Epg5","1","2"
"10905","Q80TB7","ZSWM6_MOUSE","Zinc finger SWIM domain-containing protein 6","Mus musculus","10090","Zswim6","1","3"
"10906","Q80TE3","MARH4_MOUSE","E3 ubiquitin-protein ligase MARCHF4","Mus musculus","10090","Marchf4","2","3"
"10907","Q80TF4","KLH13_MOUSE","Kelch-like protein 13","Mus musculus","10090","Klhl13","2","3"
"10908","Q80TF6","STAR9_MOUSE","StAR-related lipid transfer protein 9","Mus musculus","10090","Stard9","1","2"
"10909","Q80TL4","PHF24_MOUSE","PHD finger protein 24","Mus musculus","10090","Phf24","1","2"
"10910","Q80TQ5","PKHM2_MOUSE","Pleckstrin homology domain-containing family M member 2","Mus musculus","10090","Plekhm2","1","2"
"10911","Q80TY4","ST18_MOUSE","Suppression of tumorigenicity 18 protein","Mus musculus","10090","St18","2","2"
"10912","Q80U12","SGSM2_MOUSE","Small G protein signaling modulator 2","Mus musculus","10090","Sgsm2","1","2"
"10913","Q80U23","SNPH_MOUSE","Syntaphilin","Mus musculus","10090","Snph","1","3"
"10914","Q80U44","ZFY16_MOUSE","Zinc finger FYVE domain-containing protein 16","Mus musculus","10090","Zfyve16","1","2"
"10915","Q80U57","RIMS3_MOUSE","Regulating synaptic membrane exocytosis protein 3","Mus musculus","10090","Rims3","1","2"
"10916","Q80U95","UBE3C_MOUSE","Ubiquitin-protein ligase E3C","Mus musculus","10090","Ube3c","1","2"
"10917","Q80UC8","GP139_MOUSE","Probable G-protein coupled receptor 139","Mus musculus","10090","Gpr139","2","2"
"10918","Q80UJ1","S22AK_MOUSE","Solute carrier family 22 member 20","Mus musculus","10090","Slc22a20","1","1"
"10919","Q80UK7","SAS6_MOUSE","Spindle assembly abnormal protein 6 homolog","Mus musculus","10090","Sass6","2","2"
"10920","Q80UM7","MOGS_MOUSE","Mannosyl-oligosaccharide glucosidase","Mus musculus","10090","Mogs","1","1"
"10921","Q80UP8","S20A2_MOUSE","Sodium-dependent phosphate transporter 2","Mus musculus","10090","Slc20a2","1","2"
"10922","Q80UZ0","FGD5_MOUSE","FYVE, RhoGEF and PH domain-containing protein 5","Mus musculus","10090","Fgd5","1","2"
"10923","Q80V24","VGLL4_MOUSE","Transcription cofactor vestigial-like protein 4","Mus musculus","10090","Vgll4","1","1"
"10924","Q80V42","CBPM_MOUSE","Carboxypeptidase M","Mus musculus","10090","Cpm","1","2"
"10925","Q80V53","CHSTE_MOUSE","Carbohydrate sulfotransferase 14","Mus musculus","10090","Chst14","2","2"
"10926","Q80V72","IP6K2_MOUSE","Inositol hexakisphosphate kinase 2","Mus musculus","10090","Ip6k2","2","2"
"10927","Q80V91","DTX3_MOUSE","Probable E3 ubiquitin-protein ligase DTX3","Mus musculus","10090","Dtx3","1","2"
"10928","Q80V94","AP4E1_MOUSE","AP-4 complex subunit epsilon-1","Mus musculus","10090","Ap4e1","1","3"
"10929","Q80VA5","S3TC2_MOUSE","SH3 domain and tetratricopeptide repeat-containing protein 2","Mus musculus","10090","Sh3tc2","1","2"
"10930","Q80VC6","TSAP1_MOUSE","tRNA selenocysteine 1-associated protein 1","Mus musculus","10090","Trnau1ap","1","2"
"10931","Q80VJ3","DNPH1_MOUSE","2'-deoxynucleoside 5'-phosphate N-hydrolase 1","Mus musculus","10090","Dnph1","1","2"
"10932","Q80VL3","PRIC3_MOUSE","Prickle planar cell polarity protein 3","Mus musculus","10090","Prickle3","1","1"
"10933","Q80VM3","TTC29_MOUSE","Tetratricopeptide repeat protein 29","Mus musculus","10090","Ttc29","1","1"
"10934","Q80VP0","TCPR1_MOUSE","Tectonin beta-propeller repeat-containing protein 1","Mus musculus","10090","Tecpr1","1","1"
"10935","Q80VP5","MTRFR_MOUSE","Mitochondrial translation release factor in rescue","Mus musculus","10090","Mtrfr","1","1"
"10936","Q80W03","TOX3_MOUSE","TOX high mobility group box family member 3","Mus musculus","10090","Tox3","1","1"
"10937","Q80W14","PR40B_MOUSE","Pre-mRNA-processing factor 40 homolog B","Mus musculus","10090","Prpf40b","1","2"
"10938","Q80W22","THNS2_MOUSE","Threonine synthase-like 2","Mus musculus","10090","Thnsl2","1","1"
"10939","Q80W40","ACSM4_MOUSE","Acyl-coenzyme A synthetase ACSM4, mitochondrial","Mus musculus","10090","Acsm4","2","1"
"10940","Q80W71","PKHA8_MOUSE","Pleckstrin homology domain-containing family A member 8","Mus musculus","10090","Plekha8","1","2"
"10941","Q80WC3","TNC18_MOUSE","Trinucleotide repeat-containing gene 18 protein","Mus musculus","10090","Tnrc18","1","2"
"10942","Q80WJ6","MRP9_MOUSE","ATP-binding cassette sub-family C member 12","Mus musculus","10090","Abcc12","1","1"
"10943","Q80WM7","PRS33_MOUSE","Serine protease 33","Mus musculus","10090","Prss33","2","1"
"10944","Q80WQ8","M18BP_MOUSE","Mis18-binding protein 1","Mus musculus","10090","Mis18bp1","1","1"
"10945","Q80WS3","FBLL1_MOUSE","rRNA/tRNA 2'-O-methyltransferase fibrillarin-like protein 1","Mus musculus","10090","Fbll1","1","1"
"10946","Q80WT5","AFTIN_MOUSE","Aftiphilin","Mus musculus","10090","Aftph","1","2"
"10947","Q80X50","UBP2L_MOUSE","Ubiquitin-associated protein 2-like","Mus musculus","10090","Ubap2l","1","1"
"10948","Q80X66","BTBDA_MOUSE","BTB/POZ domain-containing protein 10","Mus musculus","10090","Btbd10","1","1"
"10949","Q80X82","SYMPK_MOUSE","Symplekin","Mus musculus","10090","Sympk","1","2"
"10950","Q80XC2","TRM61_MOUSE","tRNA (adenine(58)-N(1))-methyltransferase catalytic subunit TRMT61A","Mus musculus","10090","Trmt61a","1","1"
"10951","Q80XC3","US6NL_MOUSE","USP6 N-terminal-like protein","Mus musculus","10090","Usp6nl","1","2"
"10952","Q80XC6","NRDE2_MOUSE","Nuclear exosome regulator NRDE2","Mus musculus","10090","Nrde2","1","3"
"10953","Q80XE1","RIC8B_MOUSE","Synembryn-B","Mus musculus","10090","Ric8b","1","2"
"10954","Q80XH1","KXDL1_MOUSE","KxDL motif-containing protein 1","Mus musculus","10090","Kxd1","1","1"
"10955","Q80XJ3","TTC28_MOUSE","Tetratricopeptide repeat protein 28","Mus musculus","10090","Ttc28","1","3"
"10956","Q80XL6","ACD11_MOUSE","Acyl-CoA dehydrogenase family member 11","Mus musculus","10090","Acad11","1","2"
"10957","Q80XL7","MPPE1_MOUSE","Metallophosphoesterase 1","Mus musculus","10090","Mppe1","2","1"
"10958","Q80XN0","BDH_MOUSE","D-beta-hydroxybutyrate dehydrogenase, mitochondrial","Mus musculus","10090","Bdh1","1","2"
"10959","Q80XQ2","TBCD5_MOUSE","TBC1 domain family member 5","Mus musculus","10090","Tbc1d5","1","2"
"10960","Q80XQ8","F168B_MOUSE","Myelin-associated neurite-outgrowth inhibitor","Mus musculus","10090","Fam168b","1","1"
"10961","Q80XZ4","I22R1_MOUSE","Interleukin-22 receptor subunit alpha-1","Mus musculus","10090","Il22ra1","1","1"
"10962","Q80Y14","GLRX5_MOUSE","Glutaredoxin-related protein 5, mitochondrial","Mus musculus","10090","Glrx5","1","2"
"10963","Q80Y44","DDX10_MOUSE","Probable ATP-dependent RNA helicase DDX10","Mus musculus","10090","Ddx10","1","2"
"10964","Q80Y56","RBNS5_MOUSE","Rabenosyn-5","Mus musculus","10090","Rbsn","1","1"
"10965","Q80Y73","HOATZ_MOUSE","Cilia- and flagella-associated protein HOATZ","Mus musculus","10090","Hoatz","2","1"
"10966","Q80Y81","RNZ2_MOUSE","Zinc phosphodiesterase ELAC protein 2","Mus musculus","10090","Elac2","1","1"
"10967","Q80YD6","SRGEF_MOUSE","Secretion-regulating guanine nucleotide exchange factor","Mus musculus","10090","Sergef","2","2"
"10968","Q80YF6","UPK3B_MOUSE","Uroplakin-3b","Mus musculus","10090","Upk3b","1","1"
"10969","Q80YN3","BCAS1_MOUSE","Breast carcinoma-amplified sequence 1 homolog","Mus musculus","10090","Bcas1","1","3"
"10970","Q80YQ8","RMD5A_MOUSE","E3 ubiquitin-protein ligase RMND5A","Mus musculus","10090","Rmnd5a","1","2"
"10971","Q80YR4","ZN598_MOUSE","E3 ubiquitin-protein ligase ZNF598","Mus musculus","10090","Znf598","1","1"
"10972","Q80YR5","SAFB2_MOUSE","Scaffold attachment factor B2","Mus musculus","10090","Safb2","1","2"
"10973","Q80YS6","AFAP1_MOUSE","Actin filament-associated protein 1","Mus musculus","10090","Afap1","1","1"
"10974","Q80YT7","MYOME_MOUSE","Myomegalin","Mus musculus","10090","Pde4dip","1","2"
"10975","Q80YT9","RBM11_MOUSE","Splicing regulator RBM11","Mus musculus","10090","Rbm11","1","1"
"10976","Q80YY7","ZN618_MOUSE","Zinc finger protein 618","Mus musculus","10090","Znf618","2","3"
"10977","Q80Z96","VANG1_MOUSE","Vang-like protein 1","Mus musculus","10090","Vangl1","1","2"
"10978","Q80ZA0","ITL1B_MOUSE","Intelectin-1b","Mus musculus","10090","Itln1b","1","1"
"10979","Q80ZA4","PKHL1_MOUSE","Fibrocystin-L","Mus musculus","10090","Pkhd1l1","1","1"
"10980","Q80ZD3","S2611_MOUSE","Sodium-independent sulfate anion transporter","Mus musculus","10090","Slc26a11","2","2"
"10981","Q80ZE5","PAQR8_MOUSE","Membrane progestin receptor beta","Mus musculus","10090","Paqr8","2","2"
"10982","Q80ZI2","RTP2_MOUSE","Receptor-transporting protein 2","Mus musculus","10090","Rtp2","1","1"
"10983","Q80ZM3","ETKMT_MOUSE","Electron transfer flavoprotein beta subunit lysine methyltransferase","Mus musculus","10090","Mettl20","1","1"
"10984","Q80ZM7","T2AG_MOUSE","Transcription initiation factor IIA subunit 2","Mus musculus","10090","Gtf2a2","1","2"
"10985","Q80ZQ5","JAZF1_MOUSE","Juxtaposed with another zinc finger protein 1","Mus musculus","10090","Jazf1","1","2"
"10986","Q80ZU5","CC181_MOUSE","Coiled-coil domain-containing protein 181","Mus musculus","10090","Ccdc181","1","1"
"10987","Q80ZX8","SPAG1_MOUSE","Sperm-associated antigen 1","Mus musculus","10090","Spag1","1","1"
"10988","Q810A5","MACAP_MOUSE","Microtubule-associated tyrosine carboxypeptidase","Mus musculus","10090","Matcap","2","1"
"10989","Q810D6","GRWD1_MOUSE","Glutamate-rich WD repeat-containing protein 1","Mus musculus","10090","Grwd1","1","2"
"10990","Q810H5","GALP_MOUSE","Galanin-like peptide","Mus musculus","10090","Galp","2","1"
